NLSituationNumber,DateFileStart,DateFileEnd,TimeFileStart,TimeFileEnd,FileSeverity,AvgLength,FileDuration,HectometerHead,HectometerTail,RouteNumber,HectometerDirection,HeadSegmentFrom,HeadSegmentTo,TrajectoryFrom,TrajectoryTo,CauseGroundDetail,Hour,Station,Date,WindDirection,WindSpeedAvg,WindSpeed,WindGust,Temperature,MinTemp10cm,DewPoint,SunshineDuration,GlobalRadiation,PrecipitationDuration,PrecipitationAmount,AirPressure,Visibility,CloudCover,Humidity,Weather,WeatherCode,Fog,Rain,Snow,Thunder,IceFormation,WayOfTraffic
3227144.0,2022-10-17,2022-10-17,14:15:27,14:18:00,5668,2223000,2.55,162.7,160.4,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,14:00:00,370,,240,40,30,60,176,     ,166,0,28,10,4,10219,59,8,93,58,7,0,1,0,0,0,home
3227150.0,2022-10-17,2022-10-17,14:19:27,14:30:02,31305,2958000,10.583,161.5,158.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,14:00:00,370,,240,40,30,60,176,     ,166,0,28,10,4,10219,59,8,93,58,7,0,1,0,0,0,home
3227157.0,2022-10-17,2022-10-17,14:31:27,14:43:00,29893,2588000,11.55,157.9,155.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,14:00:00,370,,240,40,30,60,176,     ,166,0,28,10,4,10219,59,8,93,58,7,0,1,0,0,0,home
3227172.0,2022-10-17,2022-10-17,15:00:27,15:03:00,5100,2000000,2.55,158.1,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,220,30,30,60,177,     ,164,0,37,0,-1,10222,64,8,92,23,7,0,1,0,0,0,home
3227254.0,2022-10-17,2022-10-17,15:54:26,15:57:00,6350,2474000,2.567,163.5,165.9,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,220,30,30,60,177,     ,164,0,37,0,-1,10222,64,8,92,23,7,0,1,0,0,0,client
3227204.0,2022-10-17,2022-10-17,15:29:27,15:33:00,7710,2172000,3.55,158.1,155.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,220,30,30,60,177,     ,164,0,37,0,-1,10222,64,8,92,23,7,0,1,0,0,0,home
3227220.0,2022-10-17,2022-10-17,15:37:27,15:42:00,9710,2134000,4.55,158.0,155.8,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,220,30,30,60,177,     ,164,0,37,0,-1,10222,64,8,92,23,7,0,1,0,0,0,home
3227234.0,2022-10-17,2022-10-17,15:44:27,15:46:00,3100,2000000,1.55,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,220,30,30,60,177,     ,164,0,37,0,-1,10222,64,8,92,23,7,0,1,0,0,0,home
3227476.0,2022-10-17,2022-10-17,16:49:28,16:51:01,3410,2200000,1.55,177.2,175.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,190,30,30,50,172,     ,161,7,24,0,0,10230,63,8,93,     ,5,0,0,0,0,0,home
3227477.0,2022-10-17,2022-10-17,16:49:28,16:51:01,3100,2000000,1.55,158.1,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,190,30,30,50,172,     ,161,7,24,0,0,10230,63,8,93,     ,5,0,0,0,0,0,home
3227525.0,2022-10-17,2022-10-17,16:59:28,17:02:00,6447,2545000,2.533,177.4,175.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,190,30,30,50,172,     ,161,7,24,0,0,10230,63,8,93,     ,5,0,0,0,0,0,home
3227502.0,2022-10-17,2022-10-17,16:54:29,16:57:00,5298,2105000,2.517,177.4,175.4,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,190,30,30,50,172,     ,161,7,24,0,0,10230,63,8,93,     ,5,0,0,0,0,0,home
3227509.0,2022-10-17,2022-10-17,16:55:28,16:57:00,3067,2000000,1.533,128.4,126.4,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,16:00:00,370,,190,30,30,50,172,     ,161,7,24,0,0,10230,63,8,93,     ,5,0,0,0,0,0,home
3227549.0,2022-10-17,2022-10-17,17:10:28,17:46:57,145615,3991000,36.483,177.4,175.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,Accidents,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227555.0,2022-10-17,2022-10-17,17:12:28,17:41:00,71840,2518000,28.533,158.3,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227708.0,2022-10-17,2022-10-17,17:43:28,17:47:00,7347,2079000,3.533,158.0,156.0,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227756.0,2022-10-17,2022-10-17,17:56:27,18:06:01,27992,2926000,9.567,176.3,174.2,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227531.0,2022-10-17,2022-10-17,17:02:28,17:04:02,4387,2800000,1.567,177.2,174.4,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227716.0,2022-10-17,2022-10-17,17:46:28,17:48:00,3833,2500000,1.533,177.9,175.4,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227729.0,2022-10-17,2022-10-17,17:49:28,17:56:01,19952,3046000,6.55,177.2,174.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227730.0,2022-10-17,2022-10-17,17:49:28,17:56:01,13698,2091000,6.55,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227539.0,2022-10-17,2022-10-17,17:04:28,17:10:02,15428,2772000,5.567,177.4,174.7,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,190,20,20,40,165,     ,158,0,3,0,0,10233,61,8,95,     ,5,0,0,0,0,0,home
3227784.0,2022-10-17,2022-10-17,18:07:27,18:09:00,3565,2300000,1.55,177.8,175.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,18:00:00,370,,180,20,20,30,161,155,156,0,0,0,0,10240,57,8,97,10,7,0,0,0,0,0,home
3228739.0,2022-10-18,2022-10-18,08:46:27,08:53:02,9320,1416000,6.583,129.1,127.7,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,320,10,10,20,136,     ,133,0,25,0,0,10277,1,9,98,33,7,1,0,0,0,0,home
3228665.0,2022-10-18,2022-10-18,08:35:28,09:06:02,98145,3211000,30.567,175.9,178.1,2.0,aflopend,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,320,10,10,20,136,     ,133,0,25,0,0,10277,1,9,98,33,7,1,0,0,0,0,client
3228666.0,2022-10-18,2022-10-18,08:35:28,08:38:00,3940,1555000,2.533,132.5,131.0,2.0,oplopend,Boxtel,Best-West,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,320,10,10,20,136,     ,133,0,25,0,0,10277,1,9,98,33,7,1,0,0,0,0,home
3228766.0,2022-10-18,2022-10-18,08:51:27,08:55:02,2348,655000,3.583,120.9,120.9,2.0,aflopend,Vught verbindingsweg A2 vanuit Eindhoven,A65 richting Tilburg,Eindhoven,'s-Hertogenbosch,TrafficJams,08:00:00,370,,320,10,10,20,136,     ,133,0,25,0,0,10277,1,9,98,33,7,1,0,0,0,0,client
3229037.0,2022-10-18,2022-10-18,14:21:27,14:42:41,71738,3379000,21.233,161.0,156.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,Accidents,14:00:00,370,,320,20,20,50,186,     ,109,10,130,0,0,10282,77,0,60,     ,5,0,0,0,0,0,home
3229161.0,2022-10-18,2022-10-18,15:47:27,15:52:02,10678,2330000,4.583,160.2,157.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,340,30,20,50,182,     ,97,10,91,0,0,10282,79,0,57,     ,5,0,0,0,0,0,home
3229094.0,2022-10-18,2022-10-18,15:21:27,15:30:36,19215,2100000,9.15,166.8,164.7,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht,Vehicle Issues,15:00:00,370,,340,30,20,50,182,     ,97,10,91,0,0,10282,79,0,57,     ,5,0,0,0,0,0,home
3229107.0,2022-10-18,2022-10-18,15:30:27,15:35:01,11117,2434000,4.567,163.1,160.6,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,340,30,20,50,182,     ,97,10,91,0,0,10282,79,0,57,     ,5,0,0,0,0,0,home
3229118.0,2022-10-18,2022-10-18,15:33:27,16:24:29,229438,4496000,51.033,167.1,163.8,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht,Vehicle Issues,15:00:00,370,,340,30,20,50,182,     ,97,10,91,0,0,10282,79,0,57,     ,5,0,0,0,0,0,home
3229499.0,2022-10-18,2022-10-18,16:39:28,16:41:01,3100,2000000,1.55,158.1,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229630.0,2022-10-18,2022-10-18,16:54:28,16:56:01,3410,2200000,1.55,166.9,164.7,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229436.0,2022-10-18,2022-10-18,16:32:28,16:36:01,7888,2222000,3.55,158.3,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229534.0,2022-10-18,2022-10-18,16:43:28,16:45:01,3255,2100000,1.55,167.1,165.0,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229373.0,2022-10-18,2022-10-18,16:24:28,16:32:01,19652,2603000,7.55,157.8,154.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229570.0,2022-10-18,2022-10-18,16:47:28,16:54:00,17538,2684000,6.533,167.2,165.2,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229671.0,2022-10-18,2022-10-18,16:59:28,17:01:00,3220,2100000,1.533,162.5,160.4,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229672.0,2022-10-18,2022-10-18,16:59:28,17:01:00,3067,2000000,1.533,158.3,156.3,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,16:00:00,370,,340,30,30,40,161,     ,95,10,42,0,0,10282,80,0,64,     ,5,0,0,0,0,0,home
3229779.0,2022-10-18,2022-10-18,17:11:29,17:13:01,3373,2200000,1.533,177.8,175.6,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3230062.0,2022-10-18,2022-10-18,17:38:29,17:49:02,6330,600000,10.55,165.3,165.3,2.0,oplopend,De Hogt verbindingsweg A2 vanuit 's-Hertogenbosch,A67 richting Turnhout,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,client
3229969.0,2022-10-18,2022-10-18,17:31:29,17:35:02,11170,3146000,3.55,178.0,174.7,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3229970.0,2022-10-18,2022-10-18,17:31:29,17:35:02,2130,600000,3.55,165.3,165.3,2.0,oplopend,De Hogt verbindingsweg A2 vanuit 's-Hertogenbosch,A67 richting Turnhout,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,client
3229799.0,2022-10-18,2022-10-18,17:13:28,17:29:00,43850,2823000,15.533,177.3,175.1,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3229896.0,2022-10-18,2022-10-18,17:24:28,17:40:02,43058,2766000,15.567,159.4,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3230184.0,2022-10-18,2022-10-18,17:52:28,18:23:01,96120,3146000,30.55,179.4,177.2,2.0,oplopend,Leende,Maarheeze,Eindhoven,Maastricht,Accidents,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3230096.0,2022-10-18,2022-10-18,17:41:28,17:53:01,26935,2332000,11.55,158.0,155.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3229825.0,2022-10-18,2022-10-18,17:15:28,17:21:00,16713,3020000,5.533,159.6,156.3,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3229735.0,2022-10-18,2022-10-18,17:06:29,17:09:00,8862,3521000,2.517,160.4,156.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,350,20,10,40,127,     ,90,2,5,0,0,10287,75,0,77,     ,5,0,0,0,0,0,home
3230248.0,2022-10-18,2022-10-18,18:00:28,18:02:01,3100,2000000,1.55,158.1,156.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,18:00:00,370,,10,10,10,20,100,47,84,0,0,0,0,10291,70,0,89,     ,5,0,0,0,0,0,home
3230273.0,2022-10-18,2022-10-18,18:03:28,18:05:02,3760,2400000,1.567,162.9,160.5,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,18:00:00,370,,10,10,10,20,100,47,84,0,0,0,0,10291,70,0,89,     ,5,0,0,0,0,0,home
3230312.0,2022-10-18,2022-10-18,18:09:28,18:12:00,6500,2566000,2.533,159.9,157.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,18:00:00,370,,10,10,10,20,100,47,84,0,0,0,0,10291,70,0,89,     ,5,0,0,0,0,0,home
3230346.0,2022-10-18,2022-10-18,18:15:27,18:29:00,32233,2379000,13.55,164.8,162.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,18:00:00,370,,10,10,10,20,100,47,84,0,0,0,0,10291,70,0,89,     ,5,0,0,0,0,0,home
3231017.0,2022-10-19,2022-10-19,08:45:27,08:54:01,19318,2255000,8.567,163.3,165.3,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,70,30,40,60,100,     ,75,10,53,0,0,10274,69,7,84,     ,5,0,0,0,0,0,client
3231049.0,2022-10-19,2022-10-19,08:54:27,08:59:01,10565,2314000,4.567,164.4,166.5,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,70,30,40,60,100,     ,75,10,53,0,0,10274,69,7,84,     ,5,0,0,0,0,0,client
3230977.0,2022-10-19,2022-10-19,08:34:27,08:37:00,5265,2065000,2.55,164.2,166.3,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,70,30,40,60,100,     ,75,10,53,0,0,10274,69,7,84,     ,5,0,0,0,0,0,client
3230984.0,2022-10-19,2022-10-19,08:38:27,08:41:00,5532,2169000,2.55,164.4,166.5,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,70,30,40,60,100,     ,75,10,53,0,0,10274,69,7,84,     ,5,0,0,0,0,0,client
3231458.0,2022-10-19,2022-10-19,15:49:27,15:51:00,3720,2400000,1.55,164.0,166.4,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,client
3231469.0,2022-10-19,2022-10-19,15:52:27,15:54:00,4495,2900000,1.55,164.2,167.1,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,client
3231478.0,2022-10-19,2022-10-19,15:54:27,15:56:01,4543,2900000,1.567,164.3,167.2,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,client
3231488.0,2022-10-19,2022-10-19,15:57:27,16:02:01,12067,2642000,4.567,164.3,166.5,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,client
3231416.0,2022-10-19,2022-10-19,15:38:27,15:43:00,9823,2159000,4.55,160.5,158.3,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,home
3231423.0,2022-10-19,2022-10-19,15:40:27,15:45:02,11097,2421000,4.583,164.4,166.8,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,client
3231436.0,2022-10-19,2022-10-19,15:43:27,15:45:02,3642,2300000,1.583,159.2,156.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,15:00:00,370,,80,40,50,80,152,     ,76,10,90,0,0,10227,81,8,60,     ,5,0,0,0,0,0,home
3231754.0,2022-10-19,2022-10-19,16:41:28,16:44:01,5865,2300000,2.55,164.5,166.6,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231534.0,2022-10-19,2022-10-19,16:07:27,16:09:00,3255,2100000,1.55,164.1,166.2,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231544.0,2022-10-19,2022-10-19,16:09:28,16:13:00,7897,2235000,3.533,164.3,166.3,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231777.0,2022-10-19,2022-10-19,16:45:28,17:18:56,162905,4868000,33.467,136.8,139.8,2.0,aflopend,Best-West,Boxtel,Eindhoven,'s-Hertogenbosch,Accidents,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231819.0,2022-10-19,2022-10-19,16:50:28,16:55:01,12052,2649000,4.55,164.2,166.7,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231510.0,2022-10-19,2022-10-19,16:02:27,16:05:02,7913,3063000,2.583,163.4,166.5,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3231673.0,2022-10-19,2022-10-19,16:28:28,16:32:02,8305,2329000,3.567,164.3,166.5,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,16:00:00,370,,70,40,30,70,140,     ,75,7,23,0,0,10220,81,8,64,     ,5,0,0,0,0,0,client
3232031.0,2022-10-19,2022-10-19,17:21:28,17:23:00,3680,2400000,1.533,156.4,158.8,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232241.0,2022-10-19,2022-10-19,17:46:28,17:50:02,7763,2177000,3.567,164.3,166.4,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232109.0,2022-10-19,2022-10-19,17:28:28,17:30:02,3133,2000000,1.567,140.5,142.5,2.0,aflopend,Ekkersweijer,Best,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3231892.0,2022-10-19,2022-10-19,17:01:28,17:05:02,9378,2629000,3.567,163.8,166.3,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232051.0,2022-10-19,2022-10-19,17:23:28,17:26:00,8858,3497000,2.533,156.4,159.8,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232117.0,2022-10-19,2022-10-19,17:29:28,17:33:01,11862,3341000,3.55,160.3,156.7,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,home
3232064.0,2022-10-19,2022-10-19,17:24:28,17:26:01,3410,2200000,1.55,163.9,166.1,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232126.0,2022-10-19,2022-10-19,17:30:28,17:32:02,3133,2000000,1.567,141.0,143.0,2.0,aflopend,Ekkersweijer,Best,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232276.0,2022-10-19,2022-10-19,17:52:27,17:57:01,12983,2843000,4.567,160.6,157.3,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,home
3232017.0,2022-10-19,2022-10-19,17:18:28,17:24:00,15715,2840000,5.533,137.6,140.6,2.0,aflopend,Best-West,Boxtel,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232140.0,2022-10-19,2022-10-19,17:32:28,17:45:02,35427,2819000,12.567,138.5,140.6,2.0,aflopend,Best,Best-West,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232141.0,2022-10-19,2022-10-19,17:32:28,17:43:01,28993,2748000,10.55,161.1,163.2,2.0,aflopend,De Hogt,Batadorp,Maastricht,Eindhoven,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232088.0,2022-10-19,2022-10-19,17:26:28,17:28:03,3167,2000000,1.583,139.8,141.8,2.0,aflopend,Best,Best-West,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3232156.0,2022-10-19,2022-10-19,17:34:28,17:36:00,3220,2100000,1.533,142.5,155.4,2.0,aflopend,Batadorp,Ekkersweijer,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,70,40,40,70,130,     ,78,0,4,0,0,10211,75,8,70,     ,5,0,0,0,0,0,client
3233233.0,2022-10-20,2022-10-20,08:50:27,08:53:00,6708,2631000,2.55,175.7,178.4,2.0,aflopend,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,130,30,30,60,124,     ,101,0,25,0,0,10127,65,8,85,     ,5,0,0,0,0,0,client
3233172.0,2022-10-20,2022-10-20,08:39:27,08:41:00,3255,2100000,1.55,175.9,178.0,2.0,aflopend,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,130,30,30,60,124,     ,101,0,25,0,0,10127,65,8,85,     ,5,0,0,0,0,0,client
3233265.0,2022-10-20,2022-10-20,08:58:27,09:00:03,7360,4600000,1.6,179.7,184.3,2.0,aflopend,Maarheeze,Leende,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,130,30,30,60,124,     ,101,0,25,0,0,10127,65,8,85,     ,5,0,0,0,0,0,client
3233183.0,2022-10-20,2022-10-20,08:41:27,08:51:02,22977,2398000,9.583,178.0,180.0,2.0,aflopend,Leende,Valkenswaard,Maastricht,Eindhoven,TrafficJams,08:00:00,370,,130,30,30,60,124,     ,101,0,25,0,0,10127,65,8,85,     ,5,0,0,0,0,0,client
